,created_at,product_code,customer_code,status,tipo,nome_tipo
3971,2023-05-11 13:01:28,109928971,40140728,NORMAL,1,Elefante
3974,2023-05-11 13:01:33,122271720,56108842,CRITICO,1,Elefante
3981,2023-05-11 13:00:52,99326005,16150225,NORMAL,1,Elefante
3982,2023-05-11 13:01:28,122554387,10148864,CRITICO,1,Elefante
3983,2023-05-11 13:02:38,134636780,58139379,CRITICO,1,Elefante
3984,2023-05-11 13:01:34,122558734,56178767,CRITICO,1,Elefante
3994,2023-05-11 13:01:32,126807158,7418155,CRITICO,1,Elefante
4004,2023-05-11 13:02:38,134641543,35130814,CRITICO,1,Elefante
4013,2023-05-11 13:01:33,122557098,56178254,CRITICO,1,Elefante
4015,2023-05-11 13:00:37,101395266,31179841,NORMAL,1,Elefante
4024,2023-05-11 13:01:28,108609729,10188037,NORMAL,1,Elefante
4026,2023-05-11 13:02:38,134638950,58140371,CRITICO,1,Elefante
4031,2023-05-11 13:01:37,121576316,921843,NORMAL,1,Elefante
4036,2023-05-11 13:01:33,122555567,56177997,CRITICO,1,Elefante
4051,2023-05-11 13:01:37,128146792,4412447,NORMAL,1,Elefante
4061,2023-05-11 13:01:24,85642160,43137384,CRITICO,1,Elefante
4079,2023-05-11 13:00:52,99351821,45111277,NORMAL,1,Elefante
4082,2023-05-11 13:00:37,128158596,39114239,NORMAL,1,Elefante
4085,2023-05-11 13:01:28,123868048,19176634,NORMAL,1,Elefante
4102,2023-05-11 13:02:38,134641529,40182041,CRITICO,1,Elefante
4119,2023-05-11 13:01:28,123863886,5411296,NORMAL,1,Elefante
4121,2023-05-11 13:01:27,135343039,1010342,NORMAL,1,Elefante
4126,2023-05-11 13:00:52,128191855,9819459,NORMAL,1,Elefante
4144,2023-05-11 13:01:36,126409053,7715097,CRITICO,1,Elefante
4151,2023-05-11 13:01:36,126407107,131521,CRITICO,1,Elefante
4170,2023-05-11 13:00:37,103329199,34121260,NORMAL,1,Elefante
4187,2023-05-11 13:01:35,134498513,6010336,CRITICO,1,Elefante
